"© Statistisches Landesamt Baden-Württemberg";"Böblinger Straße 68";"70199 Stuttgart";"Telefon:";"+49 711 641-2833";"Telefax:";"+49 711 641-2440";"https://www.statistik-bw.de/";;;;
"Landesinformationssystem (LIS)";"Abruf aus der Struktur- und Regionaldatenbank (SRDB)";;;;

"BIBER-Nr.:";"01515020";;;;
"Web-Abruf der Tabellen:";"R= Kürzel der Regionaleinheit (Spalte 1) und AGS (Spalte 2) ohne »08«.";;;;
"Bsp. Regierungsbezirk Stuttgart:";"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=RB1";;;;
"Bsp. Aidlingen:";"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=GS115001";;;;

"Titel:";"Bevölkerung, Gemeindegebiet und Bevölkerungsdichte";;;;

"Stichtag:";"31.12.2015";"31.12.2016";"31.12.2017";"31.12.2018";
"Erstellungsdatum:";"20.10.2016";"09.01.2018";"Stand 29.03.2019";"Stand 22.07.2019";

"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=";;;;

"Bevölkerung:";"Ergebnisse der Bevölkerungsfortschreibung auf Basis Zensus 2011. Bei Städten und Gemeinden mit Landeserstaufnahmeeinrichtung für Flüchtlinge (LEA) kann es durch die hohe Zahl an Zu- und Fortzügen zu verfahrensbedingten Schwankungen in der amtlichen Bevölkerungsfortschreibung und der Ermittlung der amtlichen Einwohnerzahl kommen.";;;;
"Gemeindegebiet:";"Ohne die Flächen der gemeindefreien Gebiete Rheinau (Ortenaukreis) und Gutsbezirk Münsingen (Landkreis Reutlingen). Zum Berichtsjahr 2016 wurde die Flächenerhebung bundesweit auf die neue ALKIS-Nomenklatur umgestellt."
"Postleitzahl:";"Für jene Städte und Gemeinden, die über mehr als eine Postleitzahl verfügen, wurde diejenige übernommen, die dem Sitz (Hausanschrift) der Stadt-/Gemeindeverwaltung entspricht.";;;;

"Kürzel der Regionaleinheit";"Amtlicher Gemeindeschlüssel (AGS)";"Postleitzahl";"Regionalname";"Stichtag";"Bevölkerung insgesamt";"Gemeindegebiet ha";"Bevölkerungsdichte EW/km²"
"KR";"08135";"X";"Landkreis Heidenheim";"31.12.2016";131498;62714;210
"KR";"08136";"X";"Landkreis Ostalbkreis";"31.12.2016";311587;151137;206
"KR";"08211";"X";"Stadtkreis Baden-Baden";"31.12.2016";54307;14019;387
"KR";"08212";"X";"Stadtkreis Karlsruhe";"31.12.2016";309999;17342;1788
"KR";"08215";"X";"Landkreis Karlsruhe";"31.12.2016";440337;108528;406
"KR";"08216";"X";"Landkreis Rastatt";"31.12.2016";228907;73843;310
"KR";"08221";"X";"Stadtkreis Heidelberg";"31.12.2016";159914;10889;1469
"KR";"08222";"X";"Stadtkreis Mannheim";"31.12.2016";304781;14497;2102
"KR";"08225";"X";"Landkreis Neckar-Odenwald-Kreis";"31.12.2016";143278;112594;127
"KR";"08226";"X";"Landkreis Rhein-Neckar-Kreis";"31.12.2016";544400;106155;513
"KR";"08231";"X";"Stadtkreis Pforzheim";"31.12.2016";123493;9807;1259
"KR";"08235";"X";"Landkreis Calw";"31.12.2016";155960;79729;196
"KR";"08236";"X";"Landkreis Enzkreis";"31.12.2016";197246;57360;344
"KR";"08237";"X";"Landkreis Freudenstadt";"31.12.2016";116692;87039;134
"KR";"08311";"X";"Stadtkreis Freiburg im Breisgau";"31.12.2016";227590;15304;1487
"KR";"08315";"X";"Landkreis Breisgau-Hochschwarzwald";"31.12.2016";260416;137831;189
"KR";"08316";"X";"Landkreis Emmendingen";"31.12.2016";163251;67979;240
"KR";"08317";"X";"Landkreis Ortenaukreis";"31.12.2016";423359;185034;229
"KR";"08325";"X";"Landkreis Rottweil";"31.12.2016";138327;76942;180
"KR";"08326";"X";"Landkreis Schwarzwald-Baar-Kreis";"31.12.2016";210084;102533;205
"KR";"08327";"X";"Landkreis Tuttlingen";"31.12.2016";138119;73438;188
"KR";"08335";"X";"Landkreis Konstanz";"31.12.2016";282191;81798;345
"KR";"08336";"X";"Landkreis Lörrach";"31.12.2016";227545;80671;282
"KR";"08337";"X";"Landkreis Waldshut";"31.12.2016";168852;113110;149
"KR";"08415";"X";"Landkreis Reutlingen";"31.12.2016";284082;102785;276
"KR";"08416";"X";"Landkreis Tübingen";"31.12.2016";224635;51912;433
"KR";"08417";"X";"Landkreis Zollernalbkreis";"31.12.2016";187401;91758;204
"KR";"08421";"X";"Stadtkreis Ulm";"31.12.2016";123953;11868;1044
"KR";"08425";"X";"Landkreis Alb-Donau-Kreis";"31.12.2016";193318;135855;142
"KR";"08426";"X";"Landkreis Biberach";"31.12.2016";196206;140953;139
"KR";"08435";"X";"Landkreis Bodenseekreis";"31.12.2016";213070;66479;321
"KR";"08436";"X";"Landkreis Ravensburg";"31.12.2016";281627;163210;173
"KR";"08437";"X";"Landkreis Sigmaringen";"31.12.2016";130275;120423;108
"GS";"08111000";"70173";"Stuttgart, Landeshauptstadt";"31.12.2016";628032;20733;3029
"GS";"08115001";"71134";"Aidlingen";"31.12.2016";8957;2656;337
"GS";"08115002";"71155";"Altdorf";"31.12.2016";4642;1745;266
"GS";"08115003";"71032";"Böblingen, Stadt";"31.12.2016";49611;3904;1271
"GS";"08115004";"71149";"Bondorf";"31.12.2016";5872;1755;335
"GS";"08115010";"75392";"Deckenpfronn";"31.12.2016";3308;1141;290
"GS";"08115013";"71139";"Ehningen";"31.12.2016";8859;1781;498
"GS";"08115015";"71116";"Gärtringen";"31.12.2016";12001;2021;594
"GS";"08115016";"71126";"Gäufelden";"31.12.2016";9318;2007;464
"GS";"08115021";"71083";"Herrenberg, Stadt";"31.12.2016";31253;6570;476
"GS";"08115022";"71157";"Hildrizhausen";"31.12.2016";3628;1216;298
"GS";"08115024";"71088";"Holzgerlingen, Stadt";"31.12.2016";12984;1339;970
"GS";"08115028";"71229";"Leonberg, Stadt";"31.12.2016";47744;4873;980
"GS";"08115029";"71106";"Magstadt";"31.12.2016";9429;1912;493
"GS";"08115034";"71159";"Mötzingen";"31.12.2016";3652;815;448
"GS";"08115037";"71154";"Nufringen";"31.12.2016";5689;1004;567
"GS";"08115041";"71272";"Renningen, Stadt";"31.12.2016";17510;3115;562
"GS";"08115042";"71277";"Rutesheim, Stadt";"31.12.2016";10717;1622;661
"GS";"08115044";"71101";"Schönaich";"31.12.2016";10412;1415;736
"GS";"08115045";"71063";"Sindelfingen, Stadt";"31.12.2016";64159;5083;1262
"GS";"08115046";"71144";"Steinenbronn";"31.12.2016";6617;972;681
"GS";"08115048";"71111";"Waldenbuch, Stadt";"31.12.2016";8670;2270;382
"GS";"08115050";"71263";"Weil der Stadt, Stadt";"31.12.2016";18983;4317;440
"GS";"08115051";"71093";"Weil im Schönbuch";"31.12.2016";9903;2612;379
"GS";"08115052";"71287";"Weissach";"31.12.2016";7424;2219;335
"GS";"08115053";"71131";"Jettingen";"31.12.2016";7814;2111;370
"GS";"08115054";"71120";"Grafenau";"31.12.2016";6732;1304;516
"GS";"08116004";"73776";"Altbach";"31.12.2016";6037;334;1805
"GS";"08116005";"72655";"Altdorf";"31.12.2016";1649;324;508
"GS";"08116006";"72657";"Altenriet";"31.12.2016";1905;335;568
"GS";"08116007";"73666";"Baltmannsweiler";"31.12.2016";5737;1855;309
"GS";"08116008";"72658";"Bempflingen";"31.12.2016";3483;627;555
"GS";"08116011";"72660";"Beuren";"31.12.2016";3566;1169;305
"GS";"08116012";"73266";"Bissingen an der Teck";"31.12.2016";3459;1706;203
"GS";"08116014";"73779";"Deizisau";"31.12.2016";6870;517;1329
"GS";"08116015";"73770";"Denkendorf";"31.12.2016";11008;1305;843
"GS";"08116016";"73265";"Dettingen unter Teck";"31.12.2016";6090;1513;402
"GS";"08116018";"73268";"Erkenbrechtsweiler";"31.12.2016";2196;693;317
"GS";"08116019";"73728";"Esslingen am Neckar, Stadt";"31.12.2016";92186;4643;1986
"GS";"08116020";"72636";"Frickenhausen";"31.12.2016";8874;1135;782
"GS";"08116022";"72663";"Großbettlingen";"31.12.2016";4428;423;1047
"GS";"08116027";"73269";"Hochdorf";"31.12.2016";4768;775;615
"GS";"08116029";"73271";"Holzmaden";"31.12.2016";2228;310;719
"GS";"08116033";"73230";"Kirchheim unter Teck, Stadt";"31.12.2016";40130;4047;991
"GS";"08116035";"73257";"Köngen";"31.12.2016";9764;1252;780
"GS";"08116036";"72664";"Kohlberg";"31.12.2016";2320;438;529
"GS";"08116037";"73669";"Lichtenwald";"31.12.2016";2664;1080;247
"GS";"08116041";"72666";"Neckartailfingen";"31.12.2016";3739;823;454
"GS";"08116042";"72654";"Neckartenzlingen";"31.12.2016";6509;903;721
"GS";"08116043";"73272";"Neidlingen";"31.12.2016";1813;1263;144
"GS";"08116046";"72639";"Neuffen, Stadt";"31.12.2016";6234;1743;358
"GS";"08116047";"73765";"Neuhausen auf den Fildern";"31.12.2016";11724;1246;941
"GS";"08116048";"73274";"Notzingen";"31.12.2016";3602;770;468
"GS";"08116049";"72622";"Nürtingen, Stadt";"31.12.2016";40752;4688;869
"GS";"08116050";"72644";"Oberboihingen";"31.12.2016";5510;631;873
"GS";"08116053";"73275";"Ohmden";"31.12.2016";1730;555;312
"GS";"08116054";"73277";"Owen, Stadt";"31.12.2016";3406;970;351
"GS";"08116056";"73207";"Plochingen, Stadt";"31.12.2016";14086;1064;1324
"GS";"08116058";"73262";"Reichenbach an der Fils";"31.12.2016";8371;743;1127
"GS";"08116063";"72667";"Schlaitdorf";"31.12.2016";1918;731;263
"GS";"08116068";"72669";"Unterensingen";"31.12.2016";4912;756;650
"GS";"08116070";"73235";"Weilheim an der Teck, Stadt";"31.12.2016";10237;2651;386
"GS";"08116071";"73240";"Wendlingen am Neckar, Stadt";"31.12.2016";16282;1215;1340
"GS";"08116072";"73249";"Wernau (Neckar), Stadt";"31.12.2016";12532;1089;1150
"GS";"08116073";"72649";"Wolfschlugen";"31.12.2016";6421;711;903
"GS";"08116076";"73773";"Aichwald";"31.12.2016";7519;1467;513
"GS";"08116077";"70794";"Filderstadt, Stadt";"31.12.2016";45389;3855;1177
"GS";"08116078";"70771";"Leinfelden-Echterdingen, Stadt";"31.12.2016";39688;2989;1328
"GS";"08116079";"73252";"Lenningen";"31.12.2016";8092;4143;195
"GS";"08116080";"73760";"Ostfildern, Stadt";"31.12.2016";38835;2281;1702
"GS";"08116081";"72631";"Aichtal, Stadt";"31.12.2016";10129;2360;429
"GS";"08117001";"73099";"Adelberg";"31.12.2016";1927;949;203
"GS";"08117002";"73101";"Aichelberg";"31.12.2016";1320;401;329
"GS";"08117003";"73095";"Albershausen";"31.12.2016";4257;650;655
"GS";"08117006";"73342";"Bad Ditzenbach";"31.12.2016";3667;2544;144
"GS";"08117007";"73337";"Bad Überkingen";"31.12.2016";3865;2404;161
"GS";"08117009";"73102";"Birenbach";"31.12.2016";1952;250;781
"GS";"08117010";"89558";"Böhmenkirch";"31.12.2016";5561;5109;109
"GS";"08117011";"73104";"Börtlingen";"31.12.2016";1706;826;207
"GS";"08117012";"73087";"Bad Boll";"31.12.2016";5148;1095;470
"GS";"08117014";"73326";"Deggingen";"31.12.2016";5327;2271;235
"GS";"08117015";"73072";"Donzdorf, Stadt";"31.12.2016";10894;3982;274
"GS";"08117016";"73345";"Drackenstein";"31.12.2016";412;568;72
"GS";"08117017";"73105";"Dürnau";"31.12.2016";2144;537;399
"GS";"08117018";"73061";"Ebersbach an der Fils, Stadt";"31.12.2016";15363;2626;585
"GS";"08117019";"73054";"Eislingen/Fils, Stadt";"31.12.2016";20390;1641;1243
"GS";"08117020";"73107";"Eschenbach";"31.12.2016";2164;480;451
"GS";"08117023";"73108";"Gammelshausen";"31.12.2016";1409;330;426
"GS";"08117024";"73312";"Geislingen an der Steige, Stadt";"31.12.2016";27550;7583;363
"GS";"08117025";"73333";"Gingen an der Fils";"31.12.2016";4377;1002;437
"GS";"08117026";"73033";"Göppingen, Stadt";"31.12.2016";56904;5921;961
"GS";"08117028";"73344";"Gruibingen";"31.12.2016";2235;2305;97
"GS";"08117029";"73110";"Hattenhofen";"31.12.2016";2979;764;390
"GS";"08117030";"73092";"Heiningen";"31.12.2016";5093;1245;409
"GS";"08117031";"73345";"Hohenstadt";"31.12.2016";761;1164;65
"GS";"08117033";"73329";"Kuchen";"31.12.2016";5575;895;623
"GS";"08117035";"73347";"Mühlhausen im Täle";"31.12.2016";1026;633;162
"GS";"08117037";"73113";"Ottenbach";"31.12.2016";2445;1190;205
"GS";"08117038";"73098";"Rechberghausen";"31.12.2016";5468;640;854
"GS";"08117042";"73084";"Salach";"31.12.2016";7958;831;957
"GS";"08117043";"73114";"Schlat";"31.12.2016";1665;968;172
"GS";"08117044";"73278";"Schlierbach";"31.12.2016";3928;1097;358
"GS";"08117049";"73079";"Süßen, Stadt";"31.12.2016";10100;1279;790
"GS";"08117051";"73066";"Uhingen, Stadt";"31.12.2016";14312;2479;577
"GS";"08117053";"73116";"Wäschenbeuren";"31.12.2016";3868;1295;299
"GS";"08117055";"73117";"Wangen";"31.12.2016";3117;968;322
"GS";"08117058";"73349";"Wiesensteig, Stadt";"31.12.2016";2066;2341;88
"GS";"08117060";"73119";"Zell unter Aichelberg";"31.12.2016";3114;639;487
"GS";"08117061";"73111";"Lauterstein, Stadt";"31.12.2016";2571;2331;110
"GS";"08118001";"71563";"Affalterbach";"31.12.2016";4472;1015;441
"GS";"08118003";"71679";"Asperg, Stadt";"31.12.2016";13437;580;2317
"GS";"08118006";"71726";"Benningen am Neckar";"31.12.2016";6416;487;1316
"GS";"08118007";"74354";"Besigheim, Stadt";"31.12.2016";12215;1683;726
"GS";"08118010";"74357";"Bönnigheim, Stadt";"31.12.2016";7725;2013;384
"GS";"08118011";"71254";"Ditzingen, Stadt";"31.12.2016";24698;3038;813
"GS";"08118012";"71735";"Eberdingen";"31.12.2016";6731;2621;257
"GS";"08118014";"71729";"Erdmannhausen";"31.12.2016";4988;870;573
"GS";"08118015";"74391";"Erligheim";"31.12.2016";2745;619;443
"GS";"08118016";"74392";"Freudental";"31.12.2016";2448;307;797
"GS";"08118018";"74376";"Gemmrigheim";"31.12.2016";4137;823;503
"GS";"08118019";"70839";"Gerlingen, Stadt";"31.12.2016";19689;1701;1158
"GS";"08118021";"71723";"Großbottwar, Stadt";"31.12.2016";8408;2551;330
"GS";"08118027";"71282";"Hemmingen";"31.12.2016";7578;1234;614
"GS";"08118028";"74394";"Hessigheim";"31.12.2016";2440;503;485
"GS";"08118040";"74366";"Kirchheim am Neckar";"31.12.2016";5773;852;677
"GS";"08118046";"70806";"Kornwestheim, Stadt";"31.12.2016";33502;1465;2287
"GS";"08118047";"74369";"Löchgau";"31.12.2016";5600;1095;511
"GS";"08118048";"71638";"Ludwigsburg, Stadt";"31.12.2016";93035;4334;2147
"GS";"08118049";"71672";"Marbach am Neckar, Stadt";"31.12.2016";15682;1806;868
"GS";"08118050";"71706";"Markgröningen, Stadt";"31.12.2016";14752;2815;524
"GS";"08118051";"71696";"Möglingen";"31.12.2016";11296;993;1138
"GS";"08118053";"74395";"Mundelsheim";"31.12.2016";3309;1020;324
"GS";"08118054";"71711";"Murr";"31.12.2016";6429;779;825
"GS";"08118059";"71739";"Oberriexingen, Stadt";"31.12.2016";3286;816;403
"GS";"08118060";"71720";"Oberstenfeld";"31.12.2016";8023;2110;380
"GS";"08118063";"74385";"Pleidelsheim";"31.12.2016";6379;1018;626
"GS";"08118067";"71701";"Schwieberdingen";"31.12.2016";11303;1487;760
"GS";"08118068";"74372";"Sersheim";"31.12.2016";5564;1148;485
"GS";"08118070";"71711";"Steinheim an der Murr, Stadt";"31.12.2016";12162;2318;525
"GS";"08118071";"71732";"Tamm";"31.12.2016";12778;878;1456
"GS";"08118073";"71665";"Vaihingen an der Enz, Stadt";"31.12.2016";29041;7340;396
"GS";"08118074";"74399";"Walheim";"31.12.2016";3175;613;518
"GS";"08118076";"74343";"Sachsenheim, Stadt";"31.12.2016";18386;5792;317
"GS";"08118077";"74379";"Ingersheim";"31.12.2016";6202;1155;537
"GS";"08118078";"71691";"Freiberg am Neckar, Stadt";"31.12.2016";15959;1314;1215
"GS";"08118079";"74321";"Bietigheim-Bissingen, Stadt";"31.12.2016";43068;3129;1376
"GS";"08118080";"70825";"Korntal-Münchingen, Stadt";"31.12.2016";19195;2071;927
"GS";"08118081";"71686";"Remseck am Neckar, Stadt";"31.12.2016";25876;2282;1134
"GS";"08119001";"73553";"Alfdorf";"31.12.2016";7271;6852;106
"GS";"08119003";"71573";"Allmersbach im Tal";"31.12.2016";4717;796;593
"GS";"08119004";"71566";"Althütte";"31.12.2016";4134;1816;228
"GS";"08119006";"71549";"Auenwald";"31.12.2016";6795;1975;344
"GS";"08119008";"71522";"Backnang, Stadt";"31.12.2016";36633;3938;930
"GS";"08119018";"71576";"Burgstetten";"31.12.2016";3653;1029;355
"GS";"08119020";"70734";"Fellbach, Stadt";"31.12.2016";45438;2771;1640
"GS";"08119024";"71577";"Großerlach";"31.12.2016";2461;2715;91
"GS";"08119037";"73667";"Kaisersbach";"31.12.2016";2497;2794;89
"GS";"08119038";"71737";"Kirchberg an der Murr";"31.12.2016";3862;1321;292
"GS";"08119041";"71404";"Korb";"31.12.2016";10585;845;1253
"GS";"08119042";"71397";"Leutenbach";"31.12.2016";11381;1473;773
"GS";"08119044";"71540";"Murrhardt, Stadt";"31.12.2016";13953;7115;196
"GS";"08119053";"71570";"Oppenweiler";"31.12.2016";4197;1980;212
"GS";"08119055";"73655";"Plüderhausen";"31.12.2016";9457;2612;362
"GS";"08119061";"73635";"Rudersberg";"31.12.2016";11294;3937;287
"GS";"08119067";"73614";"Schorndorf, Stadt";"31.12.2016";39520;5683;695
"GS";"08119068";"71409";"Schwaikheim";"31.12.2016";9385;922;1018
"GS";"08119069";"71579";"Spiegelberg";"31.12.2016";2126;2822;75
"GS";"08119075";"71560";"Sulzbach an der Murr";"31.12.2016";5194;4012;129
"GS";"08119076";"73660";"Urbach";"31.12.2016";8885;2077;428
"GS";"08119079";"71332";"Waiblingen, Stadt";"31.12.2016";54824;4275;1282
"GS";"08119083";"71554";"Weissach im Tal";"31.12.2016";7197;1413;509
"GS";"08119084";"73642";"Welzheim, Stadt";"31.12.2016";11043;3799;291
"GS";"08119085";"71364";"Winnenden, Stadt";"31.12.2016";28152;2805;1004
"GS";"08119086";"73650";"Winterbach";"31.12.2016";7722;1712;451
"GS";"08119087";"71546";"Aspach";"31.12.2016";8058;3545;227
"GS";"08119089";"73663";"Berglen";"31.12.2016";6202;2586;240
"GS";"08119090";"73630";"Remshalden";"31.12.2016";14005;1514;925
"GS";"08119091";"71384";"Weinstadt, Stadt";"31.12.2016";26750;3171;844
"GS";"08119093";"71394";"Kernen im Remstal";"31.12.2016";15307;1504;1018
"GS";"08121000";"74072";"Heilbronn, Stadt";"31.12.2016";123771;9989;1239
"GS";"08125001";"74232";"Abstatt";"31.12.2016";4730;966;489
"GS";"08125005";"74177";"Bad Friedrichshall, Stadt";"31.12.2016";19087;2471;773
"GS";"08125006";"74906";"Bad Rappenau, Stadt";"31.12.2016";20946;7356;285
"GS";"08125007";"74206";"Bad Wimpfen, Stadt";"31.12.2016";6985;1938;360
"GS";"08125008";"71717";"Beilstein, Stadt";"31.12.2016";6212;2524;246
"GS";"08125013";"74336";"Brackenheim, Stadt";"31.12.2016";15912;4575;348
"GS";"08125017";"74389";"Cleebronn";"31.12.2016";2938;1709;172
"GS";"08125021";"74246";"Eberstadt";"31.12.2016";3162;1250;253
"GS";"08125024";"74248";"Ellhofen";"31.12.2016";3654;586;623
"GS";"08125026";"75031";"Eppingen, Stadt";"31.12.2016";21446;8858;242
"GS";"08125027";"74235";"Erlenbach";"31.12.2016";5048;1273;397
"GS";"08125030";"74223";"Flein";"31.12.2016";6997;848;825
"GS";"08125034";"75050";"Gemmingen";"31.12.2016";5134;1908;269
"GS";"08125038";"74363";"Güglingen, Stadt";"31.12.2016";6269;1627;385
"GS";"08125039";"74831";"Gundelsheim, Stadt";"31.12.2016";7305;3844;190
"GS";"08125046";"74360";"Ilsfeld";"31.12.2016";9314;2651;351
"GS";"08125047";"74930";"Ittlingen";"31.12.2016";2479;1411;176
"GS";"08125048";"74249";"Jagsthausen";"31.12.2016";1794;1768;101
"GS";"08125049";"74912";"Kirchardt";"31.12.2016";5738;2150;267
"GS";"08125056";"74348";"Lauffen am Neckar, Stadt";"31.12.2016";11201;2263;495
"GS";"08125057";"74251";"Lehrensteinsfeld";"31.12.2016";2388;622;384
"GS";"08125058";"74211";"Leingarten";"31.12.2016";11406;2347;486
"GS";"08125059";"74245";"Löwenstein, Stadt";"31.12.2016";3283;2346;140
"GS";"08125061";"74252";"Massenbachhausen";"31.12.2016";3433;878;391
"GS";"08125063";"74219";"Möckmühl, Stadt";"31.12.2016";8011;4960;162
"GS";"08125065";"74172";"Neckarsulm, Stadt";"31.12.2016";26379;2494;1058
"GS";"08125066";"74382";"Neckarwestheim";"31.12.2016";3758;1398;269
"GS";"08125068";"74861";"Neudenau, Stadt";"31.12.2016";5186;3291;158
"GS";"08125069";"74196";"Neuenstadt am Kocher, Stadt";"31.12.2016";9713;4117;236
"GS";"08125074";"74226";"Nordheim";"31.12.2016";8080;1271;636
"GS";"08125078";"74229";"Oedheim";"31.12.2016";6376;2124;300
"GS";"08125079";"74254";"Offenau";"31.12.2016";2799;566;495
"GS";"08125081";"74397";"Pfaffenhofen";"31.12.2016";2368;1204;197
"GS";"08125084";"74255";"Roigheim";"31.12.2016";1418;1401;101
"GS";"08125086";"74193";"Schwaigern, Stadt";"31.12.2016";11229;4949;227
"GS";"08125087";"74936";"Siegelsbach";"31.12.2016";1662;768;216
"GS";"08125094";"74388";"Talheim";"31.12.2016";4975;1162;428
"GS";"08125096";"74257";"Untereisesheim";"31.12.2016";4143;367;1130
"GS";"08125098";"74199";"Untergruppenbach";"31.12.2016";8342;2727;306
"GS";"08125102";"74189";"Weinsberg, Stadt";"31.12.2016";12168;2222;548
"GS";"08125103";"74259";"Widdern, Stadt";"31.12.2016";1815;2523;72
"GS";"08125107";"71543";"Wüstenrot";"31.12.2016";6750;3002;225
"GS";"08125108";"74374";"Zaberfeld";"31.12.2016";4010;2218;181
"GS";"08125110";"74182";"Obersulm";"31.12.2016";13685;3108;440
"GS";"08125111";"74239";"Hardthausen am Kocher";"31.12.2016";4023;3556;113
"GS";"08125113";"74243";"Langenbrettach";"31.12.2016";3820;2397;159
"GS";"08126011";"74626";"Bretzfeld";"31.12.2016";12420;6468;192
"GS";"08126020";"74677";"Dörzbach";"31.12.2016";2470;3235;76
"GS";"08126028";"74670";"Forchtenberg, Stadt";"31.12.2016";5022;3809;132
"GS";"08126039";"74653";"Ingelfingen, Stadt";"31.12.2016";5479;4648;118
"GS";"08126045";"74238";"Krautheim, Stadt";"31.12.2016";4563;5290;86
"GS";"08126046";"74653";"Künzelsau, Stadt";"31.12.2016";15246;7517;203
"GS";"08126047";"74635";"Kupferzell";"31.12.2016";6079;5428;112
"GS";"08126056";"74673";"Mulfingen";"31.12.2016";3682;8009;46
"GS";"08126058";"74632";"Neuenstein, Stadt";"31.12.2016";6498;4784;136
"GS";"08126060";"74676";"Niedernhall, Stadt";"31.12.2016";4068;1771;230
"GS";"08126066";"74613";"Öhringen, Stadt";"31.12.2016";23771;6779;351
"GS";"08126069";"74629";"Pfedelbach";"31.12.2016";9138;4129;221
"GS";"08126072";"74214";"Schöntal";"31.12.2016";5558;8167;68
"GS";"08126085";"74638";"Waldenburg, Stadt";"31.12.2016";3030;3155;96
"GS";"08126086";"74679";"Weißbach";"31.12.2016";2029;1277;159
"GS";"08126094";"74639";"Zweiflingen";"31.12.2016";1636;3210;51
"GS";"08127008";"74572";"Blaufelden";"31.12.2016";5233;9017;58
"GS";"08127009";"74542";"Braunsbach";"31.12.2016";2466;5287;47
"GS";"08127012";"74424";"Bühlertann";"31.12.2016";3020;2359;128
"GS";"08127013";"74426";"Bühlerzell";"31.12.2016";2051;4930;42
"GS";"08127014";"74564";"Crailsheim, Stadt";"31.12.2016";33735;10908;309
"GS";"08127023";"74427";"Fichtenberg";"31.12.2016";2876;2419;119
"GS";"08127025";"74405";"Gaildorf, Stadt";"31.12.2016";12180;6259;195
"GS";"08127032";"74582";"Gerabronn, Stadt";"31.12.2016";4301;4038;107
"GS";"08127043";"74532";"Ilshofen, Stadt";"31.12.2016";6459;5487;118
"GS";"08127046";"74592";"Kirchberg an der Jagst, Stadt";"31.12.2016";4403;4093;108
"GS";"08127047";"74595";"Langenburg, Stadt";"31.12.2016";1813;3140;58
"GS";"08127052";"74535";"Mainhardt";"31.12.2016";5906;5870;101
"GS";"08127056";"74544";"Michelbach an der Bilz";"31.12.2016";3417;1768;193
"GS";"08127059";"74545";"Michelfeld";"31.12.2016";3787;3522;108
"GS";"08127062";"74420";"Oberrot";"31.12.2016";3592;3794;95
"GS";"08127063";"74423";"Obersontheim";"31.12.2016";4881;5484;89
"GS";"08127071";"74585";"Rot am See";"31.12.2016";5325;7480;71
"GS";"08127073";"74589";"Satteldorf";"31.12.2016";5417;4621;117
"GS";"08127075";"74575";"Schrozberg, Stadt";"31.12.2016";5654;10521;54
"GS";"08127076";"74523";"Schwäbisch Hall, Stadt";"31.12.2016";39328;10424;377
"GS";"08127079";"74429";"Sulzbach-Laufen";"31.12.2016";2506;4397;57
"GS";"08127086";"74547";"Untermünkheim";"31.12.2016";2982;2715;110
"GS";"08127089";"74541";"Vellberg, Stadt";"31.12.2016";4332;3189;136
"GS";"08127091";"74599";"Wallhausen";"31.12.2016";3635;2547;143
"GS";"08127099";"74549";"Wolpertshausen";"31.12.2016";2131;2742;78
"GS";"08127100";"74538";"Rosengarten";"31.12.2016";5099;3101;164
"GS";"08127101";"74594";"Kreßberg";"31.12.2016";3948;4846;81
"GS";"08127102";"74579";"Fichtenau";"31.12.2016";4544;3128;145
"GS";"08127103";"74586";"Frankenhardt";"31.12.2016";4818;6986;69
"GS";"08127104";"74597";"Stimpfach";"31.12.2016";3119;3335;94
"GS";"08128006";"97959";"Assamstadt";"31.12.2016";2281;1723;132
"GS";"08128007";"97980";"Bad Mergentheim, Stadt";"31.12.2016";23227;12996;179
"GS";"08128014";"97944";"Boxberg, Stadt";"31.12.2016";6633;10171;65
"GS";"08128020";"97993";"Creglingen, Stadt";"31.12.2016";4697;11723;40
"GS";"08128039";"97896";"Freudenberg, Stadt";"31.12.2016";3782;3476;109
"GS";"08128045";"97950";"Großrinderfeld";"31.12.2016";3958;5628;70
"GS";"08128047";"97947";"Grünsfeld, Stadt";"31.12.2016";3678;4472;82
"GS";"08128058";"97999";"Igersheim";"31.12.2016";5510;4283;129
"GS";"08128061";"97953";"Königheim";"31.12.2016";3027;6122;49
"GS";"08128064";"97900";"Külsheim, Stadt";"31.12.2016";5218;8143;64
"GS";"08128082";"97996";"Niederstetten, Stadt";"31.12.2016";4820;10405;46
"GS";"08128115";"97941";"Tauberbischofsheim, Stadt";"31.12.2016";13256;6929;191
"GS";"08128126";"97990";"Weikersheim, Stadt";"31.12.2016";7387;8093;91
"GS";"08128128";"97956";"Werbach";"31.12.2016";3287;4317;76
"GS";"08128131";"97877";"Wertheim, Stadt";"31.12.2016";23052;13859;166
"GS";"08128137";"97957";"Wittighausen";"31.12.2016";1662;3236;51
"GS";"08128138";"74744";"Ahorn";"31.12.2016";2211;5393;41
"GS";"08128139";"97922";"Lauda-Königshofen, Stadt";"31.12.2016";14588;9444;154
